provider,region,instance,cost
aws,US West (N. California),m5d.16xlarge,4.256
aws,US West (N. California),m5d.24xlarge,6.384
aws,US West (N. California),m5d.metal,6.384
aws,US West (N. California),m4.large,0.117
aws,US West (N. California),m4.xlarge,0.234
aws,US West (N. California),m4.2xlarge,0.468
aws,US West (N. California),m4.4xlarge,0.936
aws,US West (N. California),m4.10xlarge,2.34
aws,US West (N. California),m4.16xlarge,3.744
aws,US West (N. California),c5.large,0.106
aws,US West (N. California),c5.xlarge,0.212
aws,US West (N. California),c5.2xlarge,0.424
aws,US West (N. California),c5.4xlarge,0.848
aws,US West (N. California),c5.9xlarge,1.908
aws,US West (N. California),c5.12xlarge,2.544
aws,US West (N. California),c5.18xlarge,3.816
aws,US West (N. California),c5.24xlarge,5.088
aws,US West (N. California),c5.metal,5.088
aws,US West (N. California),c5d.large,0.12
aws,US West (N. California),c5d.xlarge,0.24
aws,US West (N. California),c5d.2xlarge,0.48
aws,US West (N. California),c5d.4xlarge,0.96
aws,US West (N. California),c5d.9xlarge,2.16
aws,US West (N. California),c5d.12xlarge,2.88
aws,US West (N. California),c5d.18xlarge,4.32
aws,US West (N. California),c5d.24xlarge,5.76
aws,US West (N. California),c5d.metal,5.76
aws,US West (N. California),c5n.large,0.135
aws,US West (N. California),c5n.xlarge,0.27
aws,US West (N. California),c5n.2xlarge,0.54
aws,US West (N. California),c5n.4xlarge,1.08
aws,US West (N. California),c5n.9xlarge,2.43
aws,US West (N. California),c5n.18xlarge,4.86
aws,US West (N. California),c5n.metal,4.86
aws,US West (N. California),c4.large,0.124
aws,US West (N. California),c4.xlarge,0.249
aws,US West (N. California),c4.2xlarge,0.498
aws,US West (N. California),c4.4xlarge,0.997
aws,US West (N. California),c4.8xlarge,1.993
aws,US West (N. California),g4dn.xlarge,0.631
aws,US West (N. California),g4dn.2xlarge,0.902
aws,US West (N. California),g4dn.4xlarge,1.445
aws,US West (N. California),g4dn.8xlarge,2.611
aws,US West (N. California),g4dn.12xlarge,4.694
aws,US West (N. California),g4dn.16xlarge,5.222
aws,US West (N. California),g3.4xlarge,1.534
aws,US West (N. California),g3.8xlarge,3.068
aws,US West (N. California),g3.16xlarge,6.136
aws,US West (N. California),g3s.xlarge,1.009
aws,US West (N. California),r5.large,0.14
aws,US West (N. California),r5.xlarge,0.28
aws,US West (N. California),r5.2xlarge,0.56
aws,US West (N. California),r5.4xlarge,1.12
aws,US West (N. California),r5.8xlarge,2.24
aws,US West (N. California),r5.12xlarge,3.36
aws,US West (N. California),r5.16xlarge,4.48
aws,US West (N. California),r5.24xlarge,6.72
aws,US West (N. California),r5.metal,6.72
aws,US West (N. California),r5a.large,0.126
aws,US West (N. California),r5a.xlarge,0.252
aws,US West (N. California),r5a.2xlarge,0.504
aws,US West (N. California),r5a.4xlarge,1.008
aws,US West (N. California),r5a.8xlarge,2.016
aws,US West (N. California),r5a.12xlarge,3.024
aws,US West (N. California),r5a.16xlarge,4.032
aws,US West (N. California),r5a.24xlarge,6.048
aws,US West (N. California),r5ad.large,0.148
aws,US West (N. California),r5ad.xlarge,0.296
aws,US West (N. California),r5ad.2xlarge,0.592
aws,US West (N. California),r5ad.4xlarge,1.184
aws,US West (N. California),r5ad.8xlarge,2.368
aws,US West (N. California),r5ad.12xlarge,3.552
aws,US West (N. California),r5ad.16xlarge,4.736
aws,US West (N. California),r5ad.24xlarge,7.104
aws,US West (N. California),r5d.large,0.162
aws,US West (N. California),r5d.xlarge,0.324
aws,US West (N. California),r5d.2xlarge,0.648
aws,US West (N. California),r5d.4xlarge,1.296
aws,US West (N. California),r5d.8xlarge,2.592
aws,US West (N. California),r5d.12xlarge,3.888
aws,US West (N. California),r5d.16xlarge,5.184
aws,US West (N. California),r5d.24xlarge,7.776
aws,US West (N. California),r5d.metal,7.776
aws,US West (N. California),r4.large,0.1482
aws,US West (N. California),r4.xlarge,0.2964
aws,US West (N. California),r4.2xlarge,0.5928
aws,US West (N. California),r4.4xlarge,1.1856
aws,US West (N. California),r4.8xlarge,2.3712
aws,US West (N. California),r4.16xlarge,4.7424
aws,US West (N. California),z1d.large,0.211
aws,US West (N. California),z1d.xlarge,0.422
aws,US West (N. California),z1d.2xlarge,0.844
aws,US West (N. California),z1d.3xlarge,1.266
aws,US West (N. California),z1d.6xlarge,2.532
aws,US West (N. California),z1d.12xlarge,5.064
aws,US West (N. California),z1d.metal,5.064
aws,US West (N. California),i3.large,0.172
aws,US West (N. California),i3.xlarge,0.344
aws,US West (N. California),i3.2xlarge,0.688
aws,US West (N. California),i3.4xlarge,1.376
aws,US West (N. California),i3.8xlarge,2.752
aws,US West (N. California),i3.16xlarge,5.504
aws,US West (N. California),i3.metal,5.504
aws,US West (N. California),i3en.large,0.25
aws,US West (N. California),i3en.xlarge,0.5
aws,US West (N. California),i3en.2xlarge,1.0
aws,US West (N. California),i3en.3xlarge,1.5
aws,US West (N. California),i3en.6xlarge,3.0
aws,US West (N. California),i3en.12xlarge,6.0
aws,US West (N. California),i3en.24xlarge,12.0
aws,US West (N. California),i3en.metal,12.0
aws,US West (N. California),d2.xlarge,0.781
aws,US West (N. California),d2.2xlarge,1.563
aws,US West (N. California),d2.4xlarge,3.125
aws,US West (N. California),d2.8xlarge,6.25
aws,US West (Oregon),a1.medium,0.0255
aws,US West (Oregon),a1.large,0.051
aws,US West (Oregon),a1.xlarge,0.102
aws,US West (Oregon),a1.2xlarge,0.204
aws,US West (Oregon),a1.4xlarge,0.408
aws,US West (Oregon),a1.metal,0.408
aws,US West (Oregon),t3.nano,0.0052
aws,US West (Oregon),t3.micro,0.0104
aws,US West (Oregon),t3.small,0.0208
aws,US West (Oregon),t3.medium,0.0416
aws,US West (Oregon),t3.large,0.0832
aws,US West (Oregon),t3.xlarge,0.1664
aws,US West (Oregon),t3.2xlarge,0.3328
aws,US West (Oregon),t3a.nano,0.0047
aws,US West (Oregon),t3a.micro,0.0094
aws,US West (Oregon),t3a.small,0.0188
aws,US West (Oregon),t3a.medium,0.0376
aws,US West (Oregon),t3a.large,0.0752
aws,US West (Oregon),t3a.xlarge,0.1504
aws,US West (Oregon),t3a.2xlarge,0.3008
aws,US West (Oregon),t2.nano,0.0058
aws,US West (Oregon),t2.micro,0.0116
aws,US West (Oregon),t2.small,0.023
aws,US West (Oregon),t2.medium,0.0464
aws,US West (Oregon),t2.large,0.0928
aws,US West (Oregon),t2.xlarge,0.1856
aws,US West (Oregon),t2.2xlarge,0.3712
aws,US West (Oregon),m5.large,0.096
aws,US West (Oregon),m5.xlarge,0.192
aws,US West (Oregon),m5.2xlarge,0.384
aws,US West (Oregon),m5.4xlarge,0.768
aws,US West (Oregon),m5.8xlarge,1.536
aws,US West (Oregon),m5.12xlarge,2.304
aws,US West (Oregon),m5.16xlarge,3.072
aws,US West (Oregon),m5.24xlarge,4.608
aws,US West (Oregon),m5.metal,4.608
aws,US West (Oregon),m5a.large,0.086
aws,US West (Oregon),m5a.xlarge,0.172
aws,US West (Oregon),m5a.2xlarge,0.344
aws,US West (Oregon),m5a.4xlarge,0.688
aws,US West (Oregon),m5a.8xlarge,1.376
aws,US West (Oregon),m5a.12xlarge,2.064
aws,US West (Oregon),m5a.16xlarge,2.752
aws,US West (Oregon),m5a.24xlarge,4.128
aws,US West (Oregon),m5ad.large,0.103
aws,US West (Oregon),m5ad.xlarge,0.206
aws,US West (Oregon),m5ad.2xlarge,0.412
aws,US West (Oregon),m5ad.4xlarge,0.824
aws,US West (Oregon),m5ad.8xlarge,1.648
aws,US West (Oregon),m5ad.12xlarge,2.472
aws,US West (Oregon),m5ad.16xlarge,3.296
aws,US West (Oregon),m5ad.24xlarge,4.944
aws,US West (Oregon),m5d.large,0.113
aws,US West (Oregon),m5d.xlarge,0.226
aws,US West (Oregon),m5d.2xlarge,0.452
aws,US West (Oregon),m5d.4xlarge,0.904
aws,US West (Oregon),m5d.8xlarge,1.808
aws,US West (Oregon),m5d.12xlarge,2.712
aws,US West (Oregon),m5d.16xlarge,3.616
aws,US West (Oregon),m5d.24xlarge,5.424
aws,US West (Oregon),m5d.metal,5.424
aws,US West (Oregon),m5dn.large,0.136
aws,US West (Oregon),m5dn.xlarge,0.272
aws,US West (Oregon),m5dn.2xlarge,0.544
aws,US West (Oregon),m5dn.4xlarge,1.088
aws,US West (Oregon),m5dn.8xlarge,2.176
aws,US West (Oregon),m5dn.12xlarge,3.264
aws,US West (Oregon),m5dn.16xlarge,4.352
aws,US West (Oregon),m5dn.24xlarge,6.528
aws,US West (Oregon),m5n.large,0.119
aws,US West (Oregon),m5n.xlarge,0.238
aws,US West (Oregon),m5n.2xlarge,0.476
aws,US West (Oregon),m5n.4xlarge,0.952
aws,US West (Oregon),m5n.8xlarge,1.904
aws,US West (Oregon),m5n.12xlarge,2.856
aws,US West (Oregon),m5n.16xlarge,3.808
aws,US West (Oregon),m5n.24xlarge,5.712
aws,US West (Oregon),m4.large,0.1
aws,US West (Oregon),m4.xlarge,0.2
aws,US West (Oregon),m4.2xlarge,0.4
aws,US West (Oregon),m4.4xlarge,0.8
aws,US West (Oregon),m4.10xlarge,2.0
aws,US West (Oregon),m4.16xlarge,3.2
aws,US West (Oregon),c5.large,0.085
aws,US West (Oregon),c5.xlarge,0.17
aws,US West (Oregon),c5.2xlarge,0.34
aws,US West (Oregon),c5.4xlarge,0.68
aws,US West (Oregon),c5.9xlarge,1.53
aws,US West (Oregon),c5.12xlarge,2.04
aws,US West (Oregon),c5.18xlarge,3.06
aws,US West (Oregon),c5.24xlarge,4.08
aws,US West (Oregon),c5.metal,4.08
aws,US West (Oregon),c5d.large,0.096
aws,US West (Oregon),c5d.xlarge,0.192
aws,US West (Oregon),c5d.2xlarge,0.384
aws,US West (Oregon),c5d.4xlarge,0.768
aws,US West (Oregon),c5d.9xlarge,1.728
aws,US West (Oregon),c5d.12xlarge,2.304
aws,US West (Oregon),c5d.18xlarge,3.456
aws,US West (Oregon),c5d.24xlarge,4.608
aws,US West (Oregon),c5d.metal,4.608
aws,US West (Oregon),c5n.large,0.108
aws,US West (Oregon),c5n.xlarge,0.216
aws,US West (Oregon),c5n.2xlarge,0.432
aws,US West (Oregon),c5n.4xlarge,0.864
aws,US West (Oregon),c5n.9xlarge,1.944
aws,US West (Oregon),c5n.18xlarge,3.888
aws,US West (Oregon),c5n.metal,3.888
aws,US West (Oregon),c4.large,0.1
aws,US West (Oregon),c4.xlarge,0.199
aws,US West (Oregon),c4.2xlarge,0.398
aws,US West (Oregon),c4.4xlarge,0.796
aws,US West (Oregon),c4.8xlarge,1.591
aws,US West (Oregon),p3.2xlarge,3.06
aws,US West (Oregon),p3.8xlarge,12.24
aws,US West (Oregon),p3.16xlarge,24.48
aws,US West (Oregon),p3dn.24xlarge,31.212
aws,US West (Oregon),p2.xlarge,0.9
aws,US West (Oregon),p2.8xlarge,7.2
aws,US West (Oregon),p2.16xlarge,14.4
aws,US West (Oregon),g4dn.xlarge,0.526
aws,US West (Oregon),g4dn.2xlarge,0.752
aws,US West (Oregon),g4dn.4xlarge,1.204
aws,US West (Oregon),g4dn.8xlarge,2.176
aws,US West (Oregon),g4dn.12xlarge,3.912
aws,US West (Oregon),g4dn.16xlarge,4.352
aws,US West (Oregon),g3.4xlarge,1.14
aws,US West (Oregon),g3.8xlarge,2.28
aws,US West (Oregon),g3.16xlarge,4.56
aws,US West (Oregon),g3s.xlarge,0.75
aws,US West (Oregon),x1.16xlarge,6.669
aws,US West (Oregon),x1.32xlarge,13.338
aws,US West (Oregon),x1e.xlarge,0.834
aws,US West (Oregon),x1e.2xlarge,1.668
aws,US West (Oregon),x1e.4xlarge,3.336
aws,US West (Oregon),x1e.8xlarge,6.672
aws,US West (Oregon),x1e.16xlarge,13.344
aws,US West (Oregon),x1e.32xlarge,26.688
aws,US West (Oregon),r5.large,0.126
aws,US West (Oregon),r5.xlarge,0.252
aws,US West (Oregon),r5.2xlarge,0.504
aws,US West (Oregon),r5.4xlarge,1.008
aws,US West (Oregon),r5.8xlarge,2.016
aws,US West (Oregon),r5.12xlarge,3.024
aws,US West (Oregon),r5.16xlarge,4.032
aws,US West (Oregon),r5.24xlarge,6.048
aws,US West (Oregon),r5.metal,6.048
aws,US West (Oregon),r5a.large,0.113
aws,US West (Oregon),r5a.xlarge,0.226
aws,US West (Oregon),r5a.2xlarge,0.452
aws,US West (Oregon),r5a.4xlarge,0.904
aws,US West (Oregon),r5a.8xlarge,1.808
aws,US West (Oregon),r5a.12xlarge,2.712
aws,US West (Oregon),r5a.16xlarge,3.616
aws,US West (Oregon),r5a.24xlarge,5.424
aws,US West (Oregon),r5ad.large,0.131
aws,US West (Oregon),r5ad.xlarge,0.262
aws,US West (Oregon),r5ad.2xlarge,0.524
aws,US West (Oregon),r5ad.4xlarge,1.048
aws,US West (Oregon),r5ad.8xlarge,2.096
aws,US West (Oregon),r5ad.12xlarge,3.144
aws,US West (Oregon),r5ad.16xlarge,4.192
aws,US West (Oregon),r5ad.24xlarge,6.288
aws,US West (Oregon),r5d.large,0.144
aws,US West (Oregon),r5d.xlarge,0.288
aws,US West (Oregon),r5d.2xlarge,0.576
aws,US West (Oregon),r5d.4xlarge,1.152
aws,US West (Oregon),r5d.8xlarge,2.304
aws,US West (Oregon),r5d.12xlarge,3.456
aws,US West (Oregon),r5d.16xlarge,4.608
aws,US West (Oregon),r5d.24xlarge,6.912
aws,US West (Oregon),r5d.metal,6.912
aws,US West (Oregon),r5dn.large,0.167
aws,US West (Oregon),r5dn.xlarge,0.334
aws,US West (Oregon),r5dn.2xlarge,0.668
aws,US West (Oregon),r5dn.4xlarge,1.336
aws,US West (Oregon),r5dn.8xlarge,2.672
aws,US West (Oregon),r5dn.12xlarge,4.008
aws,US West (Oregon),r5dn.16xlarge,5.344
aws,US West (Oregon),r5dn.24xlarge,8.016
aws,US West (Oregon),r5n.large,0.149
aws,US West (Oregon),r5n.xlarge,0.298
aws,US West (Oregon),r5n.2xlarge,0.596
aws,US West (Oregon),r5n.4xlarge,1.192
aws,US West (Oregon),r5n.8xlarge,2.384
aws,US West (Oregon),r5n.12xlarge,3.576
aws,US West (Oregon),r5n.16xlarge,4.768
aws,US West (Oregon),r5n.24xlarge,7.152
aws,US West (Oregon),r4.large,0.133
aws,US West (Oregon),r4.xlarge,0.266
aws,US West (Oregon),r4.2xlarge,0.532
aws,US West (Oregon),r4.4xlarge,1.064
aws,US West (Oregon),r4.8xlarge,2.128
aws,US West (Oregon),r4.16xlarge,4.256
aws,US West (Oregon),z1d.large,0.186
aws,US West (Oregon),z1d.xlarge,0.372
aws,US West (Oregon),z1d.2xlarge,0.744
aws,US West (Oregon),z1d.3xlarge,1.116
aws,US West (Oregon),z1d.6xlarge,2.232
aws,US West (Oregon),z1d.12xlarge,4.464
aws,US West (Oregon),z1d.metal,4.464
aws,US West (Oregon),i3.large,0.156
aws,US West (Oregon),i3.xlarge,0.312
aws,US West (Oregon),i3.2xlarge,0.624
aws,US West (Oregon),i3.4xlarge,1.248
aws,US West (Oregon),i3.8xlarge,2.496
aws,US West (Oregon),i3.16xlarge,4.992
aws,US West (Oregon),i3.metal,4.992
aws,US West (Oregon),i3en.large,0.226
aws,US West (Oregon),i3en.xlarge,0.452
aws,US West (Oregon),i3en.2xlarge,0.904
aws,US West (Oregon),i3en.3xlarge,1.356
aws,US West (Oregon),i3en.6xlarge,2.712
aws,US West (Oregon),i3en.12xlarge,5.424
aws,US West (Oregon),i3en.24xlarge,10.848
aws,US West (Oregon),i3en.metal,10.848
aws,US West (Oregon),h1.2xlarge,0.468
aws,US West (Oregon),h1.4xlarge,0.936
aws,US West (Oregon),h1.8xlarge,1.872
aws,US West (Oregon),h1.16xlarge,3.744
aws,US West (Oregon),d2.xlarge,0.69
aws,US West (Oregon),d2.2xlarge,1.38
aws,US West (Oregon),d2.4xlarge,2.76
aws,US West (Oregon),d2.8xlarge,5.52
aws,Asia Pacific (Hong Kong),t3.nano,0.0073
aws,Asia Pacific (Hong Kong),t3.micro,0.0146
aws,Asia Pacific (Hong Kong),t3.small,0.0292
aws,Asia Pacific (Hong Kong),t3.medium,0.0584
aws,Asia Pacific (Hong Kong),t3.large,0.1168
aws,Asia Pacific (Hong Kong),t3.xlarge,0.2336
aws,Asia Pacific (Hong Kong),t3.2xlarge,0.4672
aws,Asia Pacific (Hong Kong),m5.large,0.132
aws,Asia Pacific (Hong Kong),m5.xlarge,0.264
aws,Asia Pacific (Hong Kong),m5.2xlarge,0.528
aws,Asia Pacific (Hong Kong),m5.4xlarge,1.056
aws,Asia Pacific (Hong Kong),m5.8xlarge,2.112
aws,Asia Pacific (Hong Kong),m5.12xlarge,3.168
aws,Asia Pacific (Hong Kong),m5.16xlarge,4.224
aws,Asia Pacific (Hong Kong),m5.24xlarge,6.336
aws,Asia Pacific (Hong Kong),m5.metal,6.336
aws,Asia Pacific (Hong Kong),m5d.large,0.155
aws,Asia Pacific (Hong Kong),m5d.xlarge,0.31
aws,Asia Pacific (Hong Kong),m5d.2xlarge,0.62
aws,Asia Pacific (Hong Kong),m5d.4xlarge,1.24
aws,Asia Pacific (Hong Kong),m5d.8xlarge,2.48
aws,Asia Pacific (Hong Kong),m5d.12xlarge,3.72
aws,Asia Pacific (Hong Kong),m5d.16xlarge,4.96
aws,Asia Pacific (Hong Kong),m5d.24xlarge,7.44
aws,Asia Pacific (Hong Kong),m5d.metal,7.44
aws,Asia Pacific (Hong Kong),c5.large,0.108
aws,Asia Pacific (Hong Kong),c5.xlarge,0.216
aws,Asia Pacific (Hong Kong),c5.2xlarge,0.432
aws,Asia Pacific (Hong Kong),c5.4xlarge,0.864
aws,Asia Pacific (Hong Kong),c5.9xlarge,1.944
aws,Asia Pacific (Hong Kong),c5.18xlarge,3.888
aws,Asia Pacific (Hong Kong),c5d.large,0.123
aws,Asia Pacific (Hong Kong),c5d.xlarge,0.246
aws,Asia Pacific (Hong Kong),c5d.2xlarge,0.492
aws,Asia Pacific (Hong Kong),c5d.4xlarge,0.984
aws,Asia Pacific (Hong Kong),c5d.9xlarge,2.214
aws,Asia Pacific (Hong Kong),c5d.18xlarge,4.428
aws,Asia Pacific (Hong Kong),g4dn.xlarge,0.81
aws,Asia Pacific (Hong Kong),g4dn.2xlarge,1.158
aws,Asia Pacific (Hong Kong),g4dn.4xlarge,1.854
aws,Asia Pacific (Hong Kong),g4dn.8xlarge,3.351
aws,Asia Pacific (Hong Kong),g4dn.12xlarge,6.024
aws,Asia Pacific (Hong Kong),g4dn.16xlarge,6.702
aws,Asia Pacific (Hong Kong),x1.16xlarge,10.638
aws,Asia Pacific (Hong Kong),x1.32xlarge,21.276
aws,Asia Pacific (Hong Kong),r5.large,0.167
aws,Asia Pacific (Hong Kong),r5.xlarge,0.334
aws,Asia Pacific (Hong Kong),r5.2xlarge,0.668
aws,Asia Pacific (Hong Kong),r5.4xlarge,1.336
aws,Asia Pacific (Hong Kong),r5.8xlarge,2.672
aws,Asia Pacific (Hong Kong),r5.12xlarge,4.008
aws,Asia Pacific (Hong Kong),r5.16xlarge,5.344
aws,Asia Pacific (Hong Kong),r5.24xlarge,8.016
aws,Asia Pacific (Hong Kong),r5.metal,8.016
aws,Asia Pacific (Hong Kong),r5d.large,0.175
aws,Asia Pacific (Hong Kong),r5d.xlarge,0.35
aws,Asia Pacific (Hong Kong),r5d.2xlarge,0.7
aws,Asia Pacific (Hong Kong),r5d.4xlarge,1.4
aws,Asia Pacific (Hong Kong),r5d.8xlarge,2.8
aws,Asia Pacific (Hong Kong),r5d.12xlarge,4.2
aws,Asia Pacific (Hong Kong),r5d.16xlarge,5.6
aws,Asia Pacific (Hong Kong),r5d.24xlarge,8.4
aws,Asia Pacific (Hong Kong),r5d.metal,8.4
aws,Asia Pacific (Hong Kong),i3.large,0.206
aws,Asia Pacific (Hong Kong),i3.xlarge,0.412
aws,Asia Pacific (Hong Kong),i3.2xlarge,0.824
aws,Asia Pacific (Hong Kong),i3.4xlarge,1.648
aws,Asia Pacific (Hong Kong),i3.8xlarge,3.296
aws,Asia Pacific (Hong Kong),i3.16xlarge,6.592
aws,Asia Pacific (Hong Kong),d2.xlarge,0.957
aws,Asia Pacific (Hong Kong),d2.2xlarge,1.914
aws,Asia Pacific (Hong Kong),d2.4xlarge,3.828
aws,Asia Pacific (Hong Kong),d2.8xlarge,7.656
aws,Asia Pacific (Mumbai),a1.medium,0.0255
aws,Asia Pacific (Mumbai),a1.large,0.051
aws,Asia Pacific (Mumbai),a1.xlarge,0.102
aws,Asia Pacific (Mumbai),a1.2xlarge,0.204
aws,Asia Pacific (Mumbai),a1.4xlarge,0.408
aws,Asia Pacific (Mumbai),a1.metal,0.408
aws,Asia Pacific (Mumbai),t3.nano,0.0056
aws,Asia Pacific (Mumbai),t3.micro,0.0112
aws,Asia Pacific (Mumbai),t3.small,0.0224
aws,Asia Pacific (Mumbai),t3.medium,0.0448
aws,Asia Pacific (Mumbai),t3.large,0.0896
aws,Asia Pacific (Mumbai),t3.xlarge,0.1792
aws,Asia Pacific (Mumbai),t3.2xlarge,0.3584
aws,Asia Pacific (Mumbai),t3a.nano,0.0031
aws,Asia Pacific (Mumbai),t3a.micro,0.0062
aws,Asia Pacific (Mumbai),t3a.small,0.0123
aws,Asia Pacific (Mumbai),t3a.medium,0.0246
aws,Asia Pacific (Mumbai),t3a.large,0.0493
aws,Asia Pacific (Mumbai),t3a.xlarge,0.0986
aws,Asia Pacific (Mumbai),t3a.2xlarge,0.1971
aws,Asia Pacific (Mumbai),t2.nano,0.0062
aws,Asia Pacific (Mumbai),t2.micro,0.0124
aws,Asia Pacific (Mumbai),t2.small,0.0248
aws,Asia Pacific (Mumbai),t2.medium,0.0496
aws,Asia Pacific (Mumbai),t2.large,0.0992
aws,Asia Pacific (Mumbai),t2.xlarge,0.1984
aws,Asia Pacific (Mumbai),t2.2xlarge,0.3968
aws,Asia Pacific (Mumbai),m5.large,0.101
aws,Asia Pacific (Mumbai),m5.xlarge,0.202
aws,Asia Pacific (Mumbai),m5.2xlarge,0.404
aws,Asia Pacific (Mumbai),m5.4xlarge,0.808
aws,Asia Pacific (Mumbai),m5.8xlarge,1.616
aws,Asia Pacific (Mumbai),m5.12xlarge,2.424
aws,Asia Pacific (Mumbai),m5.16xlarge,3.232
aws,Asia Pacific (Mumbai),m5.24xlarge,4.848
aws,Asia Pacific (Mumbai),m5.metal,4.848
aws,Asia Pacific (Mumbai),m5a.large,0.056
aws,Asia Pacific (Mumbai),m5a.xlarge,0.111
aws,Asia Pacific (Mumbai),m5a.2xlarge,0.222
aws,Asia Pacific (Mumbai),m5a.4xlarge,0.444
aws,Asia Pacific (Mumbai),m5a.8xlarge,0.889
aws,Asia Pacific (Mumbai),m5a.12xlarge,1.333
aws,Asia Pacific (Mumbai),m5a.16xlarge,1.778
aws,Asia Pacific (Mumbai),m5a.24xlarge,2.666
aws,Asia Pacific (Mumbai),m5ad.large,0.067
aws,Asia Pacific (Mumbai),m5ad.xlarge,0.134
aws,Asia Pacific (Mumbai),m5ad.2xlarge,0.268
aws,Asia Pacific (Mumbai),m5ad.4xlarge,0.537
aws,Asia Pacific (Mumbai),m5ad.8xlarge,1.074
aws,Asia Pacific (Mumbai),m5ad.12xlarge,1.61
aws,Asia Pacific (Mumbai),m5ad.16xlarge,2.147
aws,Asia Pacific (Mumbai),m5ad.24xlarge,3.221
aws,Asia Pacific (Mumbai),m5d.large,0.122
aws,Asia Pacific (Mumbai),m5d.xlarge,0.244
aws,Asia Pacific (Mumbai),m5d.2xlarge,0.488
aws,Asia Pacific (Mumbai),m5d.4xlarge,0.976
aws,Asia Pacific (Mumbai),m5d.8xlarge,1.952
aws,Asia Pacific (Mumbai),m5d.12xlarge,2.928
aws,Asia Pacific (Mumbai),m5d.16xlarge,3.904
aws,Asia Pacific (Mumbai),m5d.24xlarge,5.856
aws,Asia Pacific (Mumbai),m5d.metal,5.856
aws,Asia Pacific (Mumbai),m4.large,0.105
aws,Asia Pacific (Mumbai),m4.xlarge,0.21
aws,Asia Pacific (Mumbai),m4.2xlarge,0.42
aws,Asia Pacific (Mumbai),m4.4xlarge,0.84
aws,Asia Pacific (Mumbai),m4.10xlarge,2.1
aws,Asia Pacific (Mumbai),m4.16xlarge,3.36
aws,Asia Pacific (Mumbai),c5.large,0.085
aws,Asia Pacific (Mumbai),c5.xlarge,0.17
aws,Asia Pacific (Mumbai),c5.2xlarge,0.34
aws,Asia Pacific (Mumbai),c5.4xlarge,0.68
aws,Asia Pacific (Mumbai),c5.9xlarge,1.53
aws,Asia Pacific (Mumbai),c5.12xlarge,2.04
aws,Asia Pacific (Mumbai),c5.18xlarge,3.06
aws,Asia Pacific (Mumbai),c5.24xlarge,4.08
aws,Asia Pacific (Mumbai),c5.metal,4.08
aws,Asia Pacific (Mumbai),c5d.large,0.099
aws,Asia Pacific (Mumbai),c5d.xlarge,0.198
aws,Asia Pacific (Mumbai),c5d.2xlarge,0.396
aws,Asia Pacific (Mumbai),c5d.4xlarge,0.792
aws,Asia Pacific (Mumbai),c5d.9xlarge,1.782
aws,Asia Pacific (Mumbai),c5d.18xlarge,3.564
aws,Asia Pacific (Mumbai),c5n.large,0.108
aws,Asia Pacific (Mumbai),c5n.xlarge,0.216
aws,Asia Pacific (Mumbai),c5n.2xlarge,0.432
aws,Asia Pacific (Mumbai),c5n.4xlarge,0.864
aws,Asia Pacific (Mumbai),c5n.9xlarge,1.944
aws,Asia Pacific (Mumbai),c5n.18xlarge,3.888
aws,Asia Pacific (Mumbai),c5n.metal,3.888
aws,Asia Pacific (Mumbai),c4.large,0.1
aws,Asia Pacific (Mumbai),c4.xlarge,0.2
aws,Asia Pacific (Mumbai),c4.2xlarge,0.4
aws,Asia Pacific (Mumbai),c4.4xlarge,0.8
aws,Asia Pacific (Mumbai),c4.8xlarge,1.6
aws,Asia Pacific (Mumbai),p2.xlarge,1.718
aws,Asia Pacific (Mumbai),p2.8xlarge,13.744
aws,Asia Pacific (Mumbai),p2.16xlarge,27.488
aws,Asia Pacific (Mumbai),g4dn.xlarge,0.579
aws,Asia Pacific (Mumbai),g4dn.2xlarge,0.828
aws,Asia Pacific (Mumbai),g4dn.4xlarge,1.325
aws,Asia Pacific (Mumbai),g4dn.8xlarge,2.395
aws,Asia Pacific (Mumbai),g4dn.12xlarge,4.306
aws,Asia Pacific (Mumbai),g4dn.16xlarge,4.791
aws,Asia Pacific (Mumbai),x1.16xlarge,6.881
aws,Asia Pacific (Mumbai),x1.32xlarge,13.762
aws,Asia Pacific (Mumbai),x1e.xlarge,0.86
aws,Asia Pacific (Mumbai),x1e.2xlarge,1.72
aws,Asia Pacific (Mumbai),x1e.4xlarge,3.44
aws,Asia Pacific (Mumbai),x1e.8xlarge,6.88
aws,Asia Pacific (Mumbai),x1e.16xlarge,13.76
aws,Asia Pacific (Mumbai),x1e.32xlarge,27.52
aws,Asia Pacific (Mumbai),r5.large,0.13
aws,Asia Pacific (Mumbai),r5.xlarge,0.26
aws,Asia Pacific (Mumbai),r5.2xlarge,0.52
aws,Asia Pacific (Mumbai),r5.4xlarge,1.04
aws,Asia Pacific (Mumbai),r5.8xlarge,2.08
aws,Asia Pacific (Mumbai),r5.12xlarge,3.12
aws,Asia Pacific (Mumbai),r5.16xlarge,4.16
aws,Asia Pacific (Mumbai),r5.24xlarge,6.24
aws,Asia Pacific (Mumbai),r5.metal,6.24
aws,Asia Pacific (Mumbai),r5a.large,0.072
aws,Asia Pacific (Mumbai),r5a.xlarge,0.143
aws,Asia Pacific (Mumbai),r5a.2xlarge,0.286
aws,Asia Pacific (Mumbai),r5a.4xlarge,0.572
aws,Asia Pacific (Mumbai),r5a.8xlarge,1.144
aws,Asia Pacific (Mumbai),r5a.12xlarge,1.716
