provider,region,instance,family
aws,EU (Ireland),t2.medium,general-purpose
aws,EU (Ireland),t2.large,general-purpose
aws,EU (Ireland),t2.xlarge,general-purpose
aws,EU (Ireland),t2.2xlarge,general-purpose
aws,EU (Ireland),c4.large,compute-optimized
aws,EU (Ireland),c4.xlarge,compute-optimized
aws,EU (Ireland),c4.2xlarge,compute-optimized
aws,EU (Ireland),c4.4xlarge,compute-optimized
aws,EU (Ireland),c4.8xlarge,compute-optimized
aws,EU (Ireland),c5.large,compute-optimized
aws,EU (Ireland),c5.xlarge,compute-optimized
aws,EU (Ireland),c5.2xlarge,compute-optimized
aws,EU (Ireland),c5.4xlarge,compute-optimized
aws,EU (Ireland),c5.9xlarge,compute-optimized
aws,EU (Ireland),r4.large,memory-optimized
aws,EU (Ireland),r4.xlarge,memory-optimized
aws,EU (Ireland),r4.2xlarge,memory-optimized
aws,EU (Ireland),r4.4xlarge,memory-optimized
aws,EU (Ireland),r4.8xlarge,memory-optimized
aws,EU (Ireland),r4.16xlarge,memory-optimized
aws,EU (Ireland),m3.large,general-purpose
aws,EU (Ireland),m3.xlarge,general-purpose
aws,EU (Ireland),m3.2xlarge,general-purpose
aws,EU (Ireland),m4.large,general-purpose
aws,EU (Ireland),m4.xlarge,general-purpose
aws,EU (Ireland),m4.2xlarge,general-purpose
aws,EU (Ireland),m4.4xlarge,general-purpose
aws,EU (Ireland),m4.10xlarge,general-purpose
aws,EU (Ireland),m4.16xlarge,general-purpose
aws,EU (Ireland),m5.large,general-purpose
aws,EU (Ireland),m5.xlarge,general-purpose
aws,EU (Ireland),m5.2xlarge,general-purpose
aws,EU (Ireland),m5.4xlarge,general-purpose
aws,EU (Ireland),m5.12xlarge,general-purpose
aws,EU (Ireland),m5.24xlarge,general-purpose
aws,EU (Ireland),p2.xlarge,gpu
aws,EU (Ireland),p2.8xlarge,gpu
aws,EU (Ireland),p2.16xlarge,gpu
aws,EU (Ireland),p3.2xlarge,gpu
aws,EU (Ireland),p3.8xlarge,gpu
aws,EU (Ireland),p3.16xlarge,gpu
aws,EU (Ireland),g3.4xlarge,gpu
aws,EU (Ireland),g3.8xlarge,gpu
aws,EU (Ireland),g3.16xlarge,gpu
aws,Asia Pacific (Seoul),t2.medium,general-purpose
aws,Asia Pacific (Seoul),t2.large,general-purpose
aws,Asia Pacific (Seoul),t2.xlarge,general-purpose
aws,Asia Pacific (Seoul),t2.2xlarge,general-purpose
aws,Asia Pacific (Seoul),c4.large,compute-optimized
aws,Asia Pacific (Seoul),c4.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.8xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.large,compute-optimized
aws,Asia Pacific (Seoul),c5.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.9xlarge,compute-optimized
aws,Asia Pacific (Seoul),r4.large,memory-optimized
aws,Asia Pacific (Seoul),r4.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),m3.large,general-purpose
aws,Asia Pacific (Seoul),m3.xlarge,general-purpose
aws,Asia Pacific (Seoul),m3.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.large,general-purpose
aws,Asia Pacific (Seoul),m4.xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.10xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.large,general-purpose
aws,Asia Pacific (Seoul),m5.xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.12xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.24xlarge,general-purpose
aws,Asia Pacific (Seoul),p2.xlarge,gpu
aws,Asia Pacific (Seoul),p2.8xlarge,gpu
aws,Asia Pacific (Seoul),p2.16xlarge,gpu
aws,Asia Pacific (Seoul),p3.2xlarge,gpu
aws,Asia Pacific (Seoul),p3.8xlarge,gpu
aws,Asia Pacific (Seoul),p3.16xlarge,gpu
aws,Asia Pacific (Seoul),g3.4xlarge,gpu
aws,Asia Pacific (Seoul),g3.8xlarge,gpu
aws,Asia Pacific (Seoul),g3.16xlarge,gpu
aws,EU (Frankfurt),t2.medium,general-purpose
aws,EU (Frankfurt),t2.large,general-purpose
aws,EU (Frankfurt),t2.xlarge,general-purpose
aws,EU (Frankfurt),t2.2xlarge,general-purpose
aws,EU (Frankfurt),c4.large,compute-optimized
aws,EU (Frankfurt),c4.xlarge,compute-optimized
aws,EU (Frankfurt),c4.2xlarge,compute-optimized
aws,EU (Frankfurt),c4.4xlarge,compute-optimized
aws,EU (Frankfurt),c4.8xlarge,compute-optimized
aws,EU (Frankfurt),c5.large,compute-optimized
aws,EU (Frankfurt),c5.xlarge,compute-optimized
aws,EU (Frankfurt),c5.2xlarge,compute-optimized
aws,EU (Frankfurt),c5.4xlarge,compute-optimized
aws,EU (Frankfurt),c5.9xlarge,compute-optimized
aws,EU (Frankfurt),r4.large,memory-optimized
aws,EU (Frankfurt),r4.xlarge,memory-optimized
aws,EU (Frankfurt),r4.2xlarge,memory-optimized
aws,EU (Frankfurt),r4.4xlarge,memory-optimized
aws,EU (Frankfurt),r4.8xlarge,memory-optimized
aws,EU (Frankfurt),r4.16xlarge,memory-optimized
aws,EU (Frankfurt),m3.large,general-purpose
aws,EU (Frankfurt),m3.xlarge,general-purpose
aws,EU (Frankfurt),m3.2xlarge,general-purpose
aws,EU (Frankfurt),m4.large,general-purpose
aws,EU (Frankfurt),m4.xlarge,general-purpose
aws,EU (Frankfurt),m4.2xlarge,general-purpose
aws,EU (Frankfurt),m4.4xlarge,general-purpose
aws,EU (Frankfurt),m4.10xlarge,general-purpose
aws,EU (Frankfurt),m4.16xlarge,general-purpose
aws,EU (Frankfurt),m5.large,general-purpose
aws,EU (Frankfurt),m5.xlarge,general-purpose
aws,EU (Frankfurt),m5.2xlarge,general-purpose
aws,EU (Frankfurt),m5.4xlarge,general-purpose
aws,EU (Frankfurt),m5.12xlarge,general-purpose
aws,EU (Frankfurt),m5.24xlarge,general-purpose
aws,EU (Frankfurt),p2.xlarge,gpu
aws,EU (Frankfurt),p2.8xlarge,gpu
aws,EU (Frankfurt),p2.16xlarge,gpu
aws,EU (Frankfurt),p3.2xlarge,gpu
aws,EU (Frankfurt),p3.8xlarge,gpu
aws,EU (Frankfurt),p3.16xlarge,gpu
aws,EU (Frankfurt),g3.4xlarge,gpu
aws,EU (Frankfurt),g3.8xlarge,gpu
aws,EU (Frankfurt),g3.16xlarge,gpu
aws,US West (N. California),t2.medium,general-purpose
aws,US West (N. California),t2.large,general-purpose
aws,US West (N. California),t2.xlarge,general-purpose
aws,US West (N. California),t2.2xlarge,general-purpose
aws,US West (N. California),c4.large,compute-optimized
aws,US West (N. California),c4.xlarge,compute-optimized
aws,US West (N. California),c4.2xlarge,compute-optimized
aws,US West (N. California),c4.4xlarge,compute-optimized
aws,US West (N. California),c4.8xlarge,compute-optimized
aws,US West (N. California),c5.large,compute-optimized
aws,US West (N. California),c5.xlarge,compute-optimized
aws,US West (N. California),c5.2xlarge,compute-optimized
aws,US West (N. California),c5.4xlarge,compute-optimized
aws,US West (N. California),c5.9xlarge,compute-optimized
aws,US West (N. California),r4.large,memory-optimized
aws,US West (N. California),r4.xlarge,memory-optimized
aws,US West (N. California),r4.2xlarge,memory-optimized
aws,US West (N. California),r4.4xlarge,memory-optimized
aws,US West (N. California),r4.8xlarge,memory-optimized
aws,US West (N. California),r4.16xlarge,memory-optimized
aws,US West (N. California),m3.large,general-purpose
aws,US West (N. California),m3.xlarge,general-purpose
aws,US West (N. California),m3.2xlarge,general-purpose
aws,US West (N. California),m4.large,general-purpose
aws,US West (N. California),m4.xlarge,general-purpose
aws,US West (N. California),m4.2xlarge,general-purpose
aws,US West (N. California),m4.4xlarge,general-purpose
aws,US West (N. California),m4.10xlarge,general-purpose
aws,US West (N. California),m4.16xlarge,general-purpose
aws,US West (N. California),m5.large,general-purpose
aws,US West (N. California),m5.xlarge,general-purpose
aws,US West (N. California),m5.2xlarge,general-purpose
aws,US West (N. California),m5.4xlarge,general-purpose
aws,US West (N. California),m5.12xlarge,general-purpose
aws,US West (N. California),m5.24xlarge,general-purpose
aws,US West (N. California),p2.xlarge,gpu
aws,US West (N. California),p2.8xlarge,gpu
aws,US West (N. California),p2.16xlarge,gpu
aws,US West (N. California),p3.2xlarge,gpu
aws,US West (N. California),p3.8xlarge,gpu
aws,US West (N. California),p3.16xlarge,gpu
aws,US West (N. California),g3.4xlarge,gpu
aws,US West (N. California),g3.8xlarge,gpu
aws,US West (N. California),g3.16xlarge,gpu
aws,Asia Pacific (Sydney),t2.medium,general-purpose
aws,Asia Pacific (Sydney),t2.large,general-purpose
aws,Asia Pacific (Sydney),t2.xlarge,general-purpose
aws,Asia Pacific (Sydney),t2.2xlarge,general-purpose
aws,Asia Pacific (Sydney),c4.large,compute-optimized
aws,Asia Pacific (Sydney),c4.xlarge,compute-optimized
aws,Asia Pacific (Sydney),c4.2xlarge,compute-optimized
aws,Asia Pacific (Sydney),c4.4xlarge,compute-optimized
aws,Asia Pacific (Sydney),c4.8xlarge,compute-optimized
aws,Asia Pacific (Sydney),c5.large,compute-optimized
aws,Asia Pacific (Sydney),c5.xlarge,compute-optimized
aws,Asia Pacific (Sydney),c5.2xlarge,compute-optimized
aws,Asia Pacific (Sydney),c5.4xlarge,compute-optimized
aws,Asia Pacific (Sydney),c5.9xlarge,compute-optimized
aws,Asia Pacific (Sydney),r4.large,memory-optimized
aws,Asia Pacific (Sydney),r4.xlarge,memory-optimized
aws,Asia Pacific (Sydney),r4.2xlarge,memory-optimized
aws,Asia Pacific (Sydney),r4.4xlarge,memory-optimized
aws,Asia Pacific (Sydney),r4.8xlarge,memory-optimized
aws,Asia Pacific (Sydney),r4.16xlarge,memory-optimized
aws,Asia Pacific (Sydney),m3.large,general-purpose
aws,Asia Pacific (Sydney),m3.xlarge,general-purpose
aws,Asia Pacific (Sydney),m3.2xlarge,general-purpose
aws,Asia Pacific (Sydney),m4.large,general-purpose
aws,Asia Pacific (Sydney),m4.xlarge,general-purpose
aws,Asia Pacific (Sydney),m4.2xlarge,general-purpose
aws,Asia Pacific (Sydney),m4.4xlarge,general-purpose
aws,Asia Pacific (Sydney),m4.10xlarge,general-purpose
aws,Asia Pacific (Sydney),m4.16xlarge,general-purpose
aws,Asia Pacific (Sydney),m5.large,general-purpose
aws,Asia Pacific (Sydney),m5.xlarge,general-purpose
aws,Asia Pacific (Sydney),m5.2xlarge,general-purpose
aws,Asia Pacific (Sydney),m5.4xlarge,general-purpose
aws,Asia Pacific (Sydney),m5.12xlarge,general-purpose
aws,Asia Pacific (Sydney),m5.24xlarge,general-purpose
aws,Asia Pacific (Sydney),p2.xlarge,gpu
aws,Asia Pacific (Sydney),p2.8xlarge,gpu
aws,Asia Pacific (Sydney),p2.16xlarge,gpu
aws,Asia Pacific (Sydney),p3.2xlarge,gpu
aws,Asia Pacific (Sydney),p3.8xlarge,gpu
aws,Asia Pacific (Sydney),p3.16xlarge,gpu
aws,Asia Pacific (Sydney),g3.4xlarge,gpu
aws,Asia Pacific (Sydney),g3.8xlarge,gpu
aws,Asia Pacific (Sydney),g3.16xlarge,gpu
aws,Canada (Central),t2.medium,general-purpose
aws,Canada (Central),t2.large,general-purpose
aws,Canada (Central),t2.xlarge,general-purpose
aws,Canada (Central),t2.2xlarge,general-purpose
aws,Canada (Central),c4.large,compute-optimized
aws,Canada (Central),c4.xlarge,compute-optimized
aws,Canada (Central),c4.2xlarge,compute-optimized
aws,Canada (Central),c4.4xlarge,compute-optimized
aws,Canada (Central),c4.8xlarge,compute-optimized
aws,Canada (Central),c5.large,compute-optimized
aws,Canada (Central),c5.xlarge,compute-optimized
aws,Canada (Central),c5.2xlarge,compute-optimized
aws,Canada (Central),c5.4xlarge,compute-optimized
aws,Canada (Central),c5.9xlarge,compute-optimized
aws,Canada (Central),r4.large,memory-optimized
aws,Canada (Central),r4.xlarge,memory-optimized
aws,Canada (Central),r4.2xlarge,memory-optimized
aws,Canada (Central),r4.4xlarge,memory-optimized
aws,Canada (Central),r4.8xlarge,memory-optimized
aws,Canada (Central),r4.16xlarge,memory-optimized
aws,Canada (Central),m3.large,general-purpose
aws,Canada (Central),m3.xlarge,general-purpose
aws,Canada (Central),m3.2xlarge,general-purpose
aws,Canada (Central),m4.large,general-purpose
aws,Canada (Central),m4.xlarge,general-purpose
aws,Canada (Central),m4.2xlarge,general-purpose
aws,Canada (Central),m4.4xlarge,general-purpose
aws,Canada (Central),m4.10xlarge,general-purpose
aws,Canada (Central),m4.16xlarge,general-purpose
aws,Canada (Central),m5.large,general-purpose
aws,Canada (Central),m5.xlarge,general-purpose
aws,Canada (Central),m5.2xlarge,general-purpose
aws,Canada (Central),m5.4xlarge,general-purpose
aws,Canada (Central),m5.12xlarge,general-purpose
aws,Canada (Central),m5.24xlarge,general-purpose
aws,Canada (Central),p2.xlarge,gpu
aws,Canada (Central),p2.8xlarge,gpu
aws,Canada (Central),p2.16xlarge,gpu
aws,Canada (Central),p3.2xlarge,gpu
aws,Canada (Central),p3.8xlarge,gpu
aws,Canada (Central),p3.16xlarge,gpu
aws,Canada (Central),g3.4xlarge,gpu
aws,Canada (Central),g3.8xlarge,gpu
aws,Canada (Central),g3.16xlarge,gpu
aws,US West (Oregon),t2.medium,general-purpose
aws,US West (Oregon),t2.large,general-purpose
aws,US West (Oregon),t2.xlarge,general-purpose
aws,US West (Oregon),t2.2xlarge,general-purpose
aws,US West (Oregon),c4.large,compute-optimized
aws,US West (Oregon),c4.xlarge,compute-optimized
aws,US West (Oregon),c4.2xlarge,compute-optimized
aws,US West (Oregon),c4.4xlarge,compute-optimized
aws,US West (Oregon),c4.8xlarge,compute-optimized
aws,US West (Oregon),c5.large,compute-optimized
aws,US West (Oregon),c5.xlarge,compute-optimized
aws,US West (Oregon),c5.2xlarge,compute-optimized
aws,US West (Oregon),c5.4xlarge,compute-optimized
aws,US West (Oregon),c5.9xlarge,compute-optimized
aws,US West (Oregon),r4.large,memory-optimized
aws,US West (Oregon),r4.xlarge,memory-optimized
aws,US West (Oregon),r4.2xlarge,memory-optimized
aws,US West (Oregon),r4.4xlarge,memory-optimized
aws,US West (Oregon),r4.8xlarge,memory-optimized
aws,US West (Oregon),r4.16xlarge,memory-optimized
aws,US West (Oregon),m3.large,general-purpose
aws,US West (Oregon),m3.xlarge,general-purpose
aws,US West (Oregon),m3.2xlarge,general-purpose
aws,US West (Oregon),m4.large,general-purpose
aws,US West (Oregon),m4.xlarge,general-purpose
aws,US West (Oregon),m4.2xlarge,general-purpose
aws,US West (Oregon),m4.4xlarge,general-purpose
aws,US West (Oregon),m4.10xlarge,general-purpose
aws,US West (Oregon),m4.16xlarge,general-purpose
aws,US West (Oregon),m5.large,general-purpose
aws,US West (Oregon),m5.xlarge,general-purpose
aws,US West (Oregon),m5.2xlarge,general-purpose
aws,US West (Oregon),m5.4xlarge,general-purpose
aws,US West (Oregon),m5.12xlarge,general-purpose
aws,US West (Oregon),m5.24xlarge,general-purpose
aws,US West (Oregon),p2.xlarge,gpu
aws,US West (Oregon),p2.8xlarge,gpu
aws,US West (Oregon),p2.16xlarge,gpu
aws,US West (Oregon),p3.2xlarge,gpu
aws,US West (Oregon),p3.8xlarge,gpu
aws,US West (Oregon),p3.16xlarge,gpu
aws,US West (Oregon),g3.4xlarge,gpu
aws,US West (Oregon),g3.8xlarge,gpu
aws,US West (Oregon),g3.16xlarge,gpu
aws,EU (London),t2.medium,general-purpose
aws,EU (London),t2.large,general-purpose
aws,EU (London),t2.xlarge,general-purpose
aws,EU (London),t2.2xlarge,general-purpose
aws,EU (London),c4.large,compute-optimized
aws,EU (London),c4.xlarge,compute-optimized
aws,EU (London),c4.2xlarge,compute-optimized
aws,EU (London),c4.4xlarge,compute-optimized
aws,EU (London),c4.8xlarge,compute-optimized
aws,EU (London),c5.large,compute-optimized
aws,EU (London),c5.xlarge,compute-optimized
aws,EU (London),c5.2xlarge,compute-optimized
aws,EU (London),c5.4xlarge,compute-optimized
aws,EU (London),c5.9xlarge,compute-optimized
aws,EU (London),r4.large,memory-optimized
aws,EU (London),r4.xlarge,memory-optimized
aws,EU (London),r4.2xlarge,memory-optimized
aws,EU (London),r4.4xlarge,memory-optimized
aws,EU (London),r4.8xlarge,memory-optimized
aws,EU (London),r4.16xlarge,memory-optimized
aws,EU (London),m3.large,general-purpose
aws,EU (London),m3.xlarge,general-purpose
aws,EU (London),m3.2xlarge,general-purpose
aws,EU (London),m4.large,general-purpose
aws,EU (London),m4.xlarge,general-purpose
aws,EU (London),m4.2xlarge,general-purpose
aws,EU (London),m4.4xlarge,general-purpose
aws,EU (London),m4.10xlarge,general-purpose
aws,EU (London),m4.16xlarge,general-purpose
aws,EU (London),m5.large,general-purpose
aws,EU (London),m5.xlarge,general-purpose
aws,EU (London),m5.2xlarge,general-purpose
aws,EU (London),m5.4xlarge,general-purpose
aws,EU (London),m5.12xlarge,general-purpose
aws,EU (London),m5.24xlarge,general-purpose
aws,EU (London),p2.xlarge,gpu
aws,EU (London),p2.8xlarge,gpu
aws,EU (London),p2.16xlarge,gpu
aws,EU (London),p3.2xlarge,gpu
aws,EU (London),p3.8xlarge,gpu
aws,EU (London),p3.16xlarge,gpu
aws,EU (London),g3.4xlarge,gpu
aws,EU (London),g3.8xlarge,gpu
aws,EU (London),g3.16xlarge,gpu
aws,Asia Pacific (Singapore),t2.medium,general-purpose
aws,Asia Pacific (Singapore),t2.large,general-purpose
aws,Asia Pacific (Singapore),t2.xlarge,general-purpose
aws,Asia Pacific (Singapore),t2.2xlarge,general-purpose
aws,Asia Pacific (Singapore),c4.large,compute-optimized
aws,Asia Pacific (Singapore),c4.xlarge,compute-optimized
aws,Asia Pacific (Singapore),c4.2xlarge,compute-optimized
aws,Asia Pacific (Singapore),c4.4xlarge,compute-optimized
aws,Asia Pacific (Singapore),c4.8xlarge,compute-optimized
aws,Asia Pacific (Singapore),c5.large,compute-optimized
aws,Asia Pacific (Singapore),c5.xlarge,compute-optimized
aws,Asia Pacific (Singapore),c5.2xlarge,compute-optimized
aws,Asia Pacific (Singapore),c5.4xlarge,compute-optimized
aws,Asia Pacific (Singapore),c5.9xlarge,compute-optimized
aws,Asia Pacific (Singapore),r4.large,memory-optimized
aws,Asia Pacific (Singapore),r4.xlarge,memory-optimized
aws,Asia Pacific (Singapore),r4.2xlarge,memory-optimized
aws,Asia Pacific (Singapore),r4.4xlarge,memory-optimized
aws,Asia Pacific (Singapore),r4.8xlarge,memory-optimized
aws,Asia Pacific (Singapore),r4.16xlarge,memory-optimized
aws,Asia Pacific (Singapore),m3.large,general-purpose
aws,Asia Pacific (Singapore),m3.xlarge,general-purpose
aws,Asia Pacific (Singapore),m3.2xlarge,general-purpose
aws,Asia Pacific (Singapore),m4.large,general-purpose
aws,Asia Pacific (Singapore),m4.xlarge,general-purpose
aws,Asia Pacific (Singapore),m4.2xlarge,general-purpose
aws,Asia Pacific (Singapore),m4.4xlarge,general-purpose
aws,Asia Pacific (Singapore),m4.10xlarge,general-purpose
aws,Asia Pacific (Singapore),m4.16xlarge,general-purpose
aws,Asia Pacific (Singapore),m5.large,general-purpose
aws,Asia Pacific (Singapore),m5.xlarge,general-purpose
aws,Asia Pacific (Singapore),m5.2xlarge,general-purpose
aws,Asia Pacific (Singapore),m5.4xlarge,general-purpose
aws,Asia Pacific (Singapore),m5.12xlarge,general-purpose
aws,Asia Pacific (Singapore),m5.24xlarge,general-purpose
aws,Asia Pacific (Singapore),p2.xlarge,gpu
aws,Asia Pacific (Singapore),p2.8xlarge,gpu
aws,Asia Pacific (Singapore),p2.16xlarge,gpu
aws,Asia Pacific (Singapore),p3.2xlarge,gpu
aws,Asia Pacific (Singapore),p3.8xlarge,gpu
aws,Asia Pacific (Singapore),p3.16xlarge,gpu
aws,Asia Pacific (Singapore),g3.4xlarge,gpu
aws,Asia Pacific (Singapore),g3.8xlarge,gpu
aws,Asia Pacific (Singapore),g3.16xlarge,gpu
aws,South America (Sao Paulo),t2.medium,general-purpose
aws,South America (Sao Paulo),t2.large,general-purpose
aws,South America (Sao Paulo),t2.xlarge,general-purpose
aws,South America (Sao Paulo),t2.2xlarge,general-purpose
aws,South America (Sao Paulo),c4.large,compute-optimized
aws,South America (Sao Paulo),c4.xlarge,compute-optimized
aws,South America (Sao Paulo),c4.2xlarge,compute-optimized
aws,South America (Sao Paulo),c4.4xlarge,compute-optimized
aws,South America (Sao Paulo),c4.8xlarge,compute-optimized
aws,South America (Sao Paulo),c5.large,compute-optimized
aws,South America (Sao Paulo),c5.xlarge,compute-optimized
aws,South America (Sao Paulo),c5.2xlarge,compute-optimized
aws,South America (Sao Paulo),c5.4xlarge,compute-optimized
aws,South America (Sao Paulo),c5.9xlarge,compute-optimized
aws,South America (Sao Paulo),r4.large,memory-optimized
aws,South America (Sao Paulo),r4.xlarge,memory-optimized
aws,South America (Sao Paulo),r4.2xlarge,memory-optimized
aws,South America (Sao Paulo),r4.4xlarge,memory-optimized
aws,South America (Sao Paulo),r4.8xlarge,memory-optimized
aws,South America (Sao Paulo),r4.16xlarge,memory-optimized
aws,South America (Sao Paulo),m3.large,general-purpose
aws,South America (Sao Paulo),m3.xlarge,general-purpose
aws,South America (Sao Paulo),m3.2xlarge,general-purpose
aws,South America (Sao Paulo),m4.large,general-purpose
aws,South America (Sao Paulo),m4.xlarge,general-purpose
aws,South America (Sao Paulo),m4.2xlarge,general-purpose
aws,South America (Sao Paulo),m4.4xlarge,general-purpose
aws,South America (Sao Paulo),m4.10xlarge,general-purpose
aws,South America (Sao Paulo),m4.16xlarge,general-purpose
aws,South America (Sao Paulo),m5.large,general-purpose
aws,South America (Sao Paulo),m5.xlarge,general-purpose
aws,South America (Sao Paulo),m5.2xlarge,general-purpose
aws,South America (Sao Paulo),m5.4xlarge,general-purpose
aws,South America (Sao Paulo),m5.12xlarge,general-purpose
aws,South America (Sao Paulo),m5.24xlarge,general-purpose
aws,South America (Sao Paulo),p2.xlarge,gpu
aws,South America (Sao Paulo),p2.8xlarge,gpu
aws,South America (Sao Paulo),p2.16xlarge,gpu
aws,South America (Sao Paulo),p3.2xlarge,gpu
aws,South America (Sao Paulo),p3.8xlarge,gpu
aws,South America (Sao Paulo),p3.16xlarge,gpu
aws,South America (Sao Paulo),g3.4xlarge,gpu
aws,South America (Sao Paulo),g3.8xlarge,gpu
aws,South America (Sao Paulo),g3.16xlarge,gpu
aws,Asia Pacific (Tokyo),t2.medium,general-purpose
aws,Asia Pacific (Tokyo),t2.large,general-purpose
aws,Asia Pacific (Tokyo),t2.xlarge,general-purpose
aws,Asia Pacific (Tokyo),t2.2xlarge,general-purpose
aws,Asia Pacific (Tokyo),c4.large,compute-optimized
aws,Asia Pacific (Tokyo),c4.xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c4.2xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c4.4xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c4.8xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c5.large,compute-optimized
aws,Asia Pacific (Tokyo),c5.xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c5.2xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c5.4xlarge,compute-optimized
aws,Asia Pacific (Tokyo),c5.9xlarge,compute-optimized
aws,Asia Pacific (Tokyo),r4.large,memory-optimized
aws,Asia Pacific (Tokyo),r4.xlarge,memory-optimized
aws,Asia Pacific (Tokyo),r4.2xlarge,memory-optimized
aws,Asia Pacific (Tokyo),r4.4xlarge,memory-optimized
aws,Asia Pacific (Tokyo),r4.8xlarge,memory-optimized
aws,Asia Pacific (Tokyo),r4.16xlarge,memory-optimized
aws,Asia Pacific (Tokyo),m3.large,general-purpose
aws,Asia Pacific (Tokyo),m3.xlarge,general-purpose
aws,Asia Pacific (Tokyo),m3.2xlarge,general-purpose
aws,Asia Pacific (Tokyo),m4.large,general-purpose
aws,Asia Pacific (Tokyo),m4.xlarge,general-purpose
aws,Asia Pacific (Tokyo),m4.2xlarge,general-purpose
aws,Asia Pacific (Tokyo),m4.4xlarge,general-purpose
aws,Asia Pacific (Tokyo),m4.10xlarge,general-purpose
aws,Asia Pacific (Tokyo),m4.16xlarge,general-purpose
aws,Asia Pacific (Tokyo),m5.large,general-purpose
aws,Asia Pacific (Tokyo),m5.xlarge,general-purpose
aws,Asia Pacific (Tokyo),m5.2xlarge,general-purpose
aws,Asia Pacific (Tokyo),m5.4xlarge,general-purpose
aws,Asia Pacific (Tokyo),m5.12xlarge,general-purpose
aws,Asia Pacific (Tokyo),m5.24xlarge,general-purpose
aws,Asia Pacific (Tokyo),p2.xlarge,gpu
aws,Asia Pacific (Tokyo),p2.8xlarge,gpu
aws,Asia Pacific (Tokyo),p2.16xlarge,gpu
aws,Asia Pacific (Tokyo),p3.2xlarge,gpu
aws,Asia Pacific (Tokyo),p3.8xlarge,gpu
aws,Asia Pacific (Tokyo),p3.16xlarge,gpu
aws,Asia Pacific (Tokyo),g3.4xlarge,gpu
aws,Asia Pacific (Tokyo),g3.8xlarge,gpu
aws,Asia Pacific (Tokyo),g3.16xlarge,gpu
aws,Asia Pacific (Mumbai),t2.medium,general-purpose
aws,Asia Pacific (Mumbai),t2.large,general-purpose
aws,Asia Pacific (Mumbai),t2.xlarge,general-purpose
aws,Asia Pacific (Mumbai),t2.2xlarge,general-purpose
aws,Asia Pacific (Mumbai),c4.large,compute-optimized
aws,Asia Pacific (Mumbai),c4.xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c4.2xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c4.4xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c4.8xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c5.large,compute-optimized
aws,Asia Pacific (Mumbai),c5.xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c5.2xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c5.4xlarge,compute-optimized
aws,Asia Pacific (Mumbai),c5.9xlarge,compute-optimized
aws,Asia Pacific (Mumbai),r4.large,memory-optimized
aws,Asia Pacific (Mumbai),r4.xlarge,memory-optimized
aws,Asia Pacific (Mumbai),r4.2xlarge,memory-optimized
aws,Asia Pacific (Mumbai),r4.4xlarge,memory-optimized
aws,Asia Pacific (Mumbai),r4.8xlarge,memory-optimized
aws,Asia Pacific (Mumbai),r4.16xlarge,memory-optimized
aws,Asia Pacific (Mumbai),m3.large,general-purpose
aws,Asia Pacific (Mumbai),m3.xlarge,general-purpose
aws,Asia Pacific (Mumbai),m3.2xlarge,general-purpose
aws,Asia Pacific (Mumbai),m4.large,general-purpose
aws,Asia Pacific (Mumbai),m4.xlarge,general-purpose
aws,Asia Pacific (Mumbai),m4.2xlarge,general-purpose
aws,Asia Pacific (Mumbai),m4.4xlarge,general-purpose
aws,Asia Pacific (Mumbai),m4.10xlarge,general-purpose
aws,Asia Pacific (Mumbai),m4.16xlarge,general-purpose
