provider,region,instance,family
aws,Asia Pacific (Seoul),a1.2xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),a1.4xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),a1.large,general-purpose-arm
aws,Asia Pacific (Seoul),a1.medium,general-purpose-arm
aws,Asia Pacific (Seoul),a1.metal,general-purpose-arm
aws,Asia Pacific (Seoul),a1.xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),c1.medium,na
aws,Asia Pacific (Seoul),c1.xlarge,na
aws,Asia Pacific (Seoul),c3.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c3.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c3.8xlarge,compute-optimized
aws,Asia Pacific (Seoul),c3.large,compute-optimized
aws,Asia Pacific (Seoul),c3.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.8xlarge,compute-optimized
aws,Asia Pacific (Seoul),c4.large,compute-optimized
aws,Asia Pacific (Seoul),c4.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.12xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.18xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.24xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.9xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5.large,compute-optimized
aws,Asia Pacific (Seoul),c5.metal,compute-optimized
aws,Asia Pacific (Seoul),c5.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.12xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.18xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.24xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.9xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5d.large,compute-optimized
aws,Asia Pacific (Seoul),c5d.metal,compute-optimized
aws,Asia Pacific (Seoul),c5d.xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5n.18xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5n.2xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5n.4xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5n.9xlarge,compute-optimized
aws,Asia Pacific (Seoul),c5n.large,compute-optimized
aws,Asia Pacific (Seoul),c5n.metal,compute-optimized
aws,Asia Pacific (Seoul),c5n.xlarge,compute-optimized
aws,Asia Pacific (Seoul),cc2.8xlarge,compute-optimized
aws,Asia Pacific (Seoul),cr1.8xlarge,na
aws,Asia Pacific (Seoul),d2.2xlarge,storage-optimized
aws,Asia Pacific (Seoul),d2.4xlarge,storage-optimized
aws,Asia Pacific (Seoul),d2.8xlarge,storage-optimized
aws,Asia Pacific (Seoul),d2.xlarge,storage-optimized
aws,Asia Pacific (Seoul),f1.16xlarge,gpu
aws,Asia Pacific (Seoul),f1.2xlarge,gpu
aws,Asia Pacific (Seoul),f1.4xlarge,gpu
aws,Asia Pacific (Seoul),g2.2xlarge,gpu
aws,Asia Pacific (Seoul),g2.8xlarge,gpu
aws,Asia Pacific (Seoul),g3.16xlarge,gpu
aws,Asia Pacific (Seoul),g3.4xlarge,gpu
aws,Asia Pacific (Seoul),g3.8xlarge,gpu
aws,Asia Pacific (Seoul),g3s.xlarge,na
aws,Asia Pacific (Seoul),g4dn.12xlarge,gpu
aws,Asia Pacific (Seoul),g4dn.16xlarge,gpu
aws,Asia Pacific (Seoul),g4dn.2xlarge,gpu
aws,Asia Pacific (Seoul),g4dn.4xlarge,gpu
aws,Asia Pacific (Seoul),g4dn.8xlarge,gpu
aws,Asia Pacific (Seoul),g4dn.xlarge,gpu
aws,Asia Pacific (Seoul),h1.16xlarge,storage-optimized
aws,Asia Pacific (Seoul),h1.2xlarge,storage-optimized
aws,Asia Pacific (Seoul),h1.4xlarge,storage-optimized
aws,Asia Pacific (Seoul),h1.8xlarge,storage-optimized
aws,Asia Pacific (Seoul),hs1.8xlarge,na
aws,Asia Pacific (Seoul),i2.2xlarge,storage-optimized
aws,Asia Pacific (Seoul),i2.4xlarge,storage-optimized
aws,Asia Pacific (Seoul),i2.8xlarge,storage-optimized
aws,Asia Pacific (Seoul),i2.xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3.16xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3.2xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3.4xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3.8xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3.large,storage-optimized
aws,Asia Pacific (Seoul),i3.metal,storage-optimized
aws,Asia Pacific (Seoul),i3.xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.12xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.24xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.2xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.3xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.6xlarge,storage-optimized
aws,Asia Pacific (Seoul),i3en.large,storage-optimized
aws,Asia Pacific (Seoul),i3en.metal,storage-optimized
aws,Asia Pacific (Seoul),i3en.xlarge,storage-optimized
aws,Asia Pacific (Seoul),inf1.24xlarge,gpu
aws,Asia Pacific (Seoul),inf1.2xlarge,gpu
aws,Asia Pacific (Seoul),inf1.6xlarge,gpu
aws,Asia Pacific (Seoul),inf1.xlarge,gpu
aws,Asia Pacific (Seoul),m1.large,general-purpose
aws,Asia Pacific (Seoul),m1.medium,general-purpose
aws,Asia Pacific (Seoul),m1.small,general-purpose
aws,Asia Pacific (Seoul),m1.xlarge,general-purpose
aws,Asia Pacific (Seoul),m2.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m2.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m2.xlarge,general-purpose
aws,Asia Pacific (Seoul),m3.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m3.large,general-purpose
aws,Asia Pacific (Seoul),m3.medium,general-purpose
aws,Asia Pacific (Seoul),m3.xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.10xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m4.large,general-purpose
aws,Asia Pacific (Seoul),m4.xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.12xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.24xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.8xlarge,general-purpose
aws,Asia Pacific (Seoul),m5.large,general-purpose
aws,Asia Pacific (Seoul),m5.metal,general-purpose
aws,Asia Pacific (Seoul),m5.xlarge,general-purpose
aws,Asia Pacific (Seoul),m5a.12xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.16xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.24xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.2xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.4xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.8xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.large,general-purpose-amd
aws,Asia Pacific (Seoul),m5a.xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.12xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.16xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.24xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.2xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.4xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.8xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.large,general-purpose-amd
aws,Asia Pacific (Seoul),m5ad.xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),m5d.12xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.24xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.8xlarge,general-purpose
aws,Asia Pacific (Seoul),m5d.large,general-purpose
aws,Asia Pacific (Seoul),m5d.metal,general-purpose
aws,Asia Pacific (Seoul),m5d.xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.12xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.24xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.8xlarge,general-purpose
aws,Asia Pacific (Seoul),m5dn.large,general-purpose
aws,Asia Pacific (Seoul),m5dn.xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.12xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.16xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.24xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.2xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.4xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.8xlarge,general-purpose
aws,Asia Pacific (Seoul),m5n.large,general-purpose
aws,Asia Pacific (Seoul),m5n.xlarge,general-purpose
aws,Asia Pacific (Seoul),m6g.12xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.16xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.2xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.4xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.8xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.large,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.medium,general-purpose-arm
aws,Asia Pacific (Seoul),m6g.xlarge,general-purpose-arm
aws,Asia Pacific (Seoul),p2.16xlarge,gpu
aws,Asia Pacific (Seoul),p2.8xlarge,gpu
aws,Asia Pacific (Seoul),p2.xlarge,gpu
aws,Asia Pacific (Seoul),p3.16xlarge,gpu
aws,Asia Pacific (Seoul),p3.2xlarge,gpu
aws,Asia Pacific (Seoul),p3.8xlarge,gpu
aws,Asia Pacific (Seoul),p3dn.24xlarge,gpu
aws,Asia Pacific (Seoul),r3.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r3.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r3.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r3.large,memory-optimized
aws,Asia Pacific (Seoul),r3.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r4.large,memory-optimized
aws,Asia Pacific (Seoul),r4.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.12xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.24xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5.large,memory-optimized
aws,Asia Pacific (Seoul),r5.metal,memory-optimized
aws,Asia Pacific (Seoul),r5.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5a.12xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.16xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.24xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.2xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.4xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.8xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.large,memory-optimized-amd
aws,Asia Pacific (Seoul),r5a.xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.12xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.16xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.24xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.2xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.4xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.8xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.large,memory-optimized-amd
aws,Asia Pacific (Seoul),r5ad.xlarge,memory-optimized-amd
aws,Asia Pacific (Seoul),r5d.12xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.24xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5d.large,memory-optimized
aws,Asia Pacific (Seoul),r5d.metal,memory-optimized
aws,Asia Pacific (Seoul),r5d.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.12xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.24xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5dn.large,memory-optimized
aws,Asia Pacific (Seoul),r5dn.xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.12xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.24xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),r5n.large,memory-optimized
aws,Asia Pacific (Seoul),r5n.xlarge,memory-optimized
aws,Asia Pacific (Seoul),t1.micro,na
aws,Asia Pacific (Seoul),t2.2xlarge,general-purpose
aws,Asia Pacific (Seoul),t2.large,general-purpose
aws,Asia Pacific (Seoul),t2.medium,general-purpose
aws,Asia Pacific (Seoul),t2.micro,general-purpose
aws,Asia Pacific (Seoul),t2.nano,general-purpose
aws,Asia Pacific (Seoul),t2.small,general-purpose
aws,Asia Pacific (Seoul),t2.xlarge,general-purpose
aws,Asia Pacific (Seoul),t3.2xlarge,general-purpose
aws,Asia Pacific (Seoul),t3.large,general-purpose
aws,Asia Pacific (Seoul),t3.medium,general-purpose
aws,Asia Pacific (Seoul),t3.micro,general-purpose
aws,Asia Pacific (Seoul),t3.nano,general-purpose
aws,Asia Pacific (Seoul),t3.small,general-purpose
aws,Asia Pacific (Seoul),t3.xlarge,general-purpose
aws,Asia Pacific (Seoul),t3a.2xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.large,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.medium,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.micro,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.nano,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.small,general-purpose-amd
aws,Asia Pacific (Seoul),t3a.xlarge,general-purpose-amd
aws,Asia Pacific (Seoul),x1.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1.32xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.16xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.32xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.4xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.8xlarge,memory-optimized
aws,Asia Pacific (Seoul),x1e.xlarge,memory-optimized
aws,Asia Pacific (Seoul),z1d.12xlarge,memory-optimized
aws,Asia Pacific (Seoul),z1d.2xlarge,memory-optimized
aws,Asia Pacific (Seoul),z1d.3xlarge,memory-optimized
aws,Asia Pacific (Seoul),z1d.6xlarge,memory-optimized
aws,Asia Pacific (Seoul),z1d.large,memory-optimized
aws,Asia Pacific (Seoul),z1d.metal,memory-optimized
aws,Asia Pacific (Seoul),z1d.xlarge,memory-optimized
aws,Asia Pacific (Osaka-Local),a1.2xlarge,general-purpose-arm
aws,Asia Pacific (Osaka-Local),a1.4xlarge,general-purpose-arm
aws,Asia Pacific (Osaka-Local),a1.large,general-purpose-arm
aws,Asia Pacific (Osaka-Local),a1.medium,general-purpose-arm
aws,Asia Pacific (Osaka-Local),a1.metal,general-purpose-arm
aws,Asia Pacific (Osaka-Local),a1.xlarge,general-purpose-arm
aws,Asia Pacific (Osaka-Local),c1.medium,na
aws,Asia Pacific (Osaka-Local),c1.xlarge,na
aws,Asia Pacific (Osaka-Local),c3.2xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c3.4xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c3.8xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c3.large,compute-optimized
aws,Asia Pacific (Osaka-Local),c3.xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c4.2xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c4.4xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c4.8xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c4.large,compute-optimized
aws,Asia Pacific (Osaka-Local),c4.xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.12xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.18xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.24xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.2xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.4xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.9xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.large,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.metal,compute-optimized
aws,Asia Pacific (Osaka-Local),c5.xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.12xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.18xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.24xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.2xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.4xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.9xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.large,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.metal,compute-optimized
aws,Asia Pacific (Osaka-Local),c5d.xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.18xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.2xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.4xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.9xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.large,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.metal,compute-optimized
aws,Asia Pacific (Osaka-Local),c5n.xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),cc2.8xlarge,compute-optimized
aws,Asia Pacific (Osaka-Local),cr1.8xlarge,na
aws,Asia Pacific (Osaka-Local),d2.2xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),d2.4xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),d2.8xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),d2.xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),f1.16xlarge,gpu
aws,Asia Pacific (Osaka-Local),f1.2xlarge,gpu
aws,Asia Pacific (Osaka-Local),f1.4xlarge,gpu
aws,Asia Pacific (Osaka-Local),g2.2xlarge,gpu
aws,Asia Pacific (Osaka-Local),g2.8xlarge,gpu
aws,Asia Pacific (Osaka-Local),g3.16xlarge,gpu
aws,Asia Pacific (Osaka-Local),g3.4xlarge,gpu
aws,Asia Pacific (Osaka-Local),g3.8xlarge,gpu
aws,Asia Pacific (Osaka-Local),g3s.xlarge,na
aws,Asia Pacific (Osaka-Local),g4dn.12xlarge,gpu
aws,Asia Pacific (Osaka-Local),g4dn.16xlarge,gpu
aws,Asia Pacific (Osaka-Local),g4dn.2xlarge,gpu
aws,Asia Pacific (Osaka-Local),g4dn.4xlarge,gpu
aws,Asia Pacific (Osaka-Local),g4dn.8xlarge,gpu
aws,Asia Pacific (Osaka-Local),g4dn.xlarge,gpu
aws,Asia Pacific (Osaka-Local),h1.16xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),h1.2xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),h1.4xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),h1.8xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),hs1.8xlarge,na
aws,Asia Pacific (Osaka-Local),i2.2xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i2.4xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i2.8xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i2.xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.16xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.2xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.4xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.8xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.large,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.metal,storage-optimized
aws,Asia Pacific (Osaka-Local),i3.xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.12xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.24xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.2xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.3xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.6xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.large,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.metal,storage-optimized
aws,Asia Pacific (Osaka-Local),i3en.xlarge,storage-optimized
aws,Asia Pacific (Osaka-Local),inf1.24xlarge,gpu
aws,Asia Pacific (Osaka-Local),inf1.2xlarge,gpu
aws,Asia Pacific (Osaka-Local),inf1.6xlarge,gpu
aws,Asia Pacific (Osaka-Local),inf1.xlarge,gpu
aws,Asia Pacific (Osaka-Local),m1.large,general-purpose
aws,Asia Pacific (Osaka-Local),m1.medium,general-purpose
aws,Asia Pacific (Osaka-Local),m1.small,general-purpose
aws,Asia Pacific (Osaka-Local),m1.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m2.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m2.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m2.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m3.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m3.large,general-purpose
aws,Asia Pacific (Osaka-Local),m3.medium,general-purpose
aws,Asia Pacific (Osaka-Local),m3.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m4.10xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m4.16xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m4.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m4.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m4.large,general-purpose
aws,Asia Pacific (Osaka-Local),m4.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.12xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.16xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.24xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.8xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5.large,general-purpose
aws,Asia Pacific (Osaka-Local),m5.metal,general-purpose
aws,Asia Pacific (Osaka-Local),m5.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5a.12xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.16xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.24xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.2xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.4xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.8xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.large,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5a.xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.12xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.16xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.24xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.2xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.4xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.8xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.large,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5ad.xlarge,general-purpose-amd
aws,Asia Pacific (Osaka-Local),m5d.12xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.16xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.24xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.8xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.large,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.metal,general-purpose
aws,Asia Pacific (Osaka-Local),m5d.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.12xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.16xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.24xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.8xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.large,general-purpose
aws,Asia Pacific (Osaka-Local),m5dn.xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.12xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.16xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.24xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.2xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.4xlarge,general-purpose
aws,Asia Pacific (Osaka-Local),m5n.8xlarge,general-purpose
